id,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
697,M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5
3555,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8
3781,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
1417,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
3419,M,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8
2473,F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14
3814,I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
253,F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
452,F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
130,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
2199,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
3054,M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12
2743,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7
3868,F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
506,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12
498,F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11
1690,M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
906,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
65,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
2441,M,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
837,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9
6,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
2665,F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8
1999,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
3996,I,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
3917,I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13
2034,F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
2778,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8
3675,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
2362,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
913,I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6
3452,F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
2507,I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7
2558,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6
3141,I,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,5
343,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
166,F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
1011,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
1371,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
3370,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12
3049,M,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9
1701,F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
1165,F,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9
2969,M,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
1221,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5
1392,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
3167,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
437,I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
668,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
3560,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10
947,M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
2030,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
3526,I,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6
1698,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11
2817,I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7
1342,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10
2626,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
1925,F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
1523,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
1731,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
3270,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
3852,M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
2695,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9
755,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
3736,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
1853,I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
3117,F,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
3301,F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
2124,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
1514,F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
3200,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
3379,I,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8
1764,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5
2123,F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
3972,M,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
3616,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
287,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
304,F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
1264,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
3191,M,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
3171,M,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13
638,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
3494,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9
3652,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
2459,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
3935,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
3582,F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
3690,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
92,M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
198,M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,15
2145,F,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9
3118,M,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8
2216,I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7
2939,F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
3704,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
2275,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20
2260,M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
1772,I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8
1923,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
3307,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9
1635,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
463,I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
3603,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7
2202,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
3163,F,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9
2532,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
1406,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
293,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
1030,F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
3907,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
1794,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10
3777,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
3217,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
141,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
1149,F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9
2003,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
2238,I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
3245,F,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
2138,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
1919,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
1037,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
1447,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
2838,M,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
4105,F,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,9
2540,F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
1083,I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
1586,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
1161,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
3969,I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
3589,M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
3733,M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
399,M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
776,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
196,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
2661,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
2511,I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
486,M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
206,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
3923,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
2388,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
402,F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
1705,M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
2035,M,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
641,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13
3919,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
1344,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10
869,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
550,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
2000,I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
2204,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
576,I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
3511,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
2283,I,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7
2523,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
471,F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
1882,M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8
4056,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
1354,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
175,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
3701,M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10
2075,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
666,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11
1532,I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5
767,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9
2994,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
2255,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
1799,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
623,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
1623,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
4111,I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
3066,F,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
1656,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
1226,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
2409,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
1310,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
1436,I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5
3282,F,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
1785,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
2316,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
4009,M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
3620,F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9
1902,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
1549,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7
532,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
768,F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
1268,I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
2988,M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9
2505,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
1852,I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
901,I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6
2433,F,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
2474,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
3044,I,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9
380,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
379,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
2641,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7
603,I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11
2935,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
1942,M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9
3335,F,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
2038,I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5
3796,F,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
2440,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
3197,I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7
2782,M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8
3925,F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
2136,F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9
1018,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
3869,F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9
390,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
3753,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
1743,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
2196,I,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
3697,M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12
2368,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
3302,F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15
4063,F,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11
205,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
502,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
3396,M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
315,I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
3583,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9
1481,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
1301,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9
2385,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12
2306,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
2873,I,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6
3378,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8
3912,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15
2338,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
66,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12
2616,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
1998,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
2628,I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5
3940,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
803,I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
2398,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
884,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
1315,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
538,M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9
2747,I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10
2971,M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
3078,F,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11
179,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
2381,M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
2837,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
3931,I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17
413,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
349,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
3723,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9
1140,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9
1994,I,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6
180,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14
2653,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
1050,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
3083,I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4
3344,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13
1476,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
1903,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
997,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8
387,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
3802,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
3956,F,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12
3160,I,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,7
1538,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6
2247,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9
3963,I,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4
2772,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
269,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
516,M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
4018,M,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8
1748,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
1721,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
952,M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7
4112,F,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
2484,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
2611,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
942,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
1768,I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8
3305,I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16
594,M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
3429,I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6
1446,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5
3524,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6
210,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
1303,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
548,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
3501,M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12
1929,M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
2795,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
636,M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
1518,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
186,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
2515,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8
1297,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
3968,I,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6
1725,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9
687,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
3394,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
2335,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
481,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
1897,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
2302,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
3454,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
2420,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
3223,M,0.52,0.415,0.175,0.753,0.258,0.171,0.255,8
371,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
279,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
3125,M,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
1267,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
3647,I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8
3038,I,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9
3408,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
262,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
249,I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7
2068,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
3758,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
567,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
2002,I,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
1273,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
1933,M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
1647,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
3124,F,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
3715,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
522,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
1298,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
1363,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
1000,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12
1871,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
415,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
2331,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15
1378,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
2615,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
1038,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
2588,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
3411,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7
377,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
3967,I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6
1850,I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
3309,I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9
143,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
1109,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
3811,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
4000,I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
833,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
1293,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
2599,M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
1915,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
593,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
3193,M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
3930,F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
3668,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
3058,I,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,11
2494,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
3798,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
3973,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
2121,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
820,I,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7
3476,I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7
