FlightRecord,FlightDate,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
15191,1994-01-28,2026.0,1900,2143.0,2020,US,255,,77.0,80.0,,83.0,86.0,BOS,EWR,200.0,,,0,,0,,,,,,YES,YES
21087,1997-01-29,800.0,800,1010.0,1010,WN,1534,N322,70.0,70.0,58.0,0.0,0.0,BUR,PHX,369.0,2.0,10.0,0,,0,,,,,,NO,NO
42029,2008-01-03,615.0,615,724.0,735,WN,971,N202WN,69.0,80.0,60.0,-11.0,0.0,JAN,HOU,359.0,2.0,7.0,0,,0,,,,,,NO,NO
22288,1998-01-12,735.0,710,1032.0,931,HP,2404,N157AW,117.0,81.0,75.0,61.0,25.0,BUR,PHX,369.0,17.0,25.0,0,,0,,,,,,YES,YES
31170,2002-01-12,814.0,815,1108.0,1106,US,771,N431äâ,174.0,171.0,141.0,2.0,-1.0,PHL,TPA,920.0,2.0,31.0,0,,0,,,,,,YES,NO
27898,2000-01-16,1442.0,1441,1626.0,1627,UA,2763,N398UA,104.0,106.0,92.0,-1.0,1.0,DEN,PHX,602.0,2.0,10.0,0,,0,,,,,,NO,YES
8163,1991-01-25,,1635,,1747,US,116,,,72.0,,,,PIT,ORF,330.0,,,1,,0,,,,,,YES,YES
39431,2006-01-12,1756.0,1805,1917.0,1914,US,1691,N802MD,81.0,69.0,58.0,3.0,-9.0,ALB,PHL,212.0,11.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
9559,1991-01-17,658.0,655,741.0,742,US,142,,43.0,47.0,,-1.0,3.0,PIT,MDT,185.0,,,0,,0,,,,,,NO,YES
6817,1990-01-17,1619.0,1620,1758.0,1758,US,39,,99.0,98.0,,0.0,-1.0,SFO,PDX,550.0,,,0,,0,,,,,,NO,NO
4390,1989-01-25,1341.0,1340,1605.0,1609,UA,191,,324.0,329.0,,-4.0,1.0,IAD,LAX,2288.0,,,0,,0,,,,,,NO,YES
20530,1997-01-18,715.0,715,820.0,835,WN,76,N639,125.0,140.0,117.0,-15.0,0.0,AUS,PHX,872.0,3.0,5.0,0,,0,,,,,,NO,NO
29553,2001-01-09,1904.0,1910,2007.0,2014,US,433,N828äâ,63.0,64.0,49.0,-7.0,-6.0,AVP,PIT,243.0,5.0,9.0,0,,0,,,,,,NO,NO
5485,1989-01-14,1004.0,1000,1138.0,1132,UA,225,,154.0,152.0,,6.0,4.0,ORD,DEN,888.0,,,0,,0,,,,,,YES,YES
14309,1994-01-01,1531.0,1525,1748.0,1800,US,236,,137.0,155.0,,-12.0,6.0,MCO,LGA,950.0,,,0,,0,,,,,,NO,YES
5011,1989-01-09,1344.0,1345,1455.0,1442,UA,211,,131.0,117.0,,13.0,-1.0,BWI,ORD,622.0,,,0,,0,,,,,,YES,NO
19774,1996-01-27,928.0,0,1056.0,0,AA,563,N269AA,148.0,152.0,133.0,1.0,5.0,DFW,PHX,868.0,2.0,13.0,0,,0,,,,,,YES,YES
31530,2002-01-28,1329.0,1335,1443.0,1444,US,786,N576äâ,74.0,69.0,45.0,-1.0,-6.0,PHL,ALB,212.0,4.0,25.0,0,,0,,,,,,NO,NO
11701,1992-01-23,1324.0,1325,2101.0,2052,US,86,,277.0,267.0,,9.0,-1.0,SAN,PIT,2106.0,,,0,,0,,,,,,YES,NO
6650,1990-01-30,1439.0,1430,1718.0,1652,US,37,,339.0,322.0,,26.0,9.0,PIT,SFO,2254.0,,,0,,0,,,,,,YES,YES
30854,2002-01-06,1101.0,1055,1142.0,1137,US,760,N504Aä,41.0,42.0,23.0,5.0,6.0,CLT,AVL,92.0,3.0,15.0,0,,0,,,,,,YES,YES
31750,2002-01-14,1700.0,1655,1814.0,1800,US,799,N575äâ,74.0,65.0,47.0,14.0,5.0,ATL,CLT,227.0,9.0,18.0,0,,0,,,,,,YES,YES
10043,1992-01-20,938.0,940,1040.0,1120,US,53,,242.0,280.0,,-40.0,-2.0,IND,LAX,1814.0,,,0,,0,,,,,,NO,NO
8648,1991-01-16,1007.0,945,1250.0,1222,US,125,,103.0,97.0,,28.0,22.0,STL,PIT,553.0,,,0,,0,,,,,,YES,YES
28639,2001-01-05,2235.0,2230,2311.0,2313,US,402,N868äâ,36.0,43.0,24.0,-2.0,5.0,CLT,FAY,118.0,3.0,9.0,0,,0,,,,,,NO,YES
43669,2008-01-03,2035.0,2030,2149.0,2140,WN,1341,N490WN,74.0,70.0,52.0,9.0,5.0,SAN,LAS,258.0,5.0,17.0,0,,0,,,,,,YES,YES
21279,1997-01-03,1904.0,1855,2112.0,2100,HP,2864,N634AW,248.0,245.0,232.0,12.0,9.0,CMH,PHX,1671.0,4.0,12.0,0,,0,,,,,,YES,YES
28853,2001-01-20,557.0,600,710.0,722,US,409,N850äâ,73.0,82.0,55.0,-12.0,-3.0,GSO,PHL,365.0,8.0,10.0,0,,0,,,,,,NO,NO
2046,1988-01-01,1104.0,1110,1143.0,1145,PI,943,,39.0,35.0,,-2.0,-6.0,SYR,BUF,134.0,,,0,,0,,,,,,NO,NO
17027,1995-01-22,617.0,620,736.0,750,US,1471,N395US,79.0,90.0,63.0,-14.0,-3.0,PWM,PHL,365.0,6.0,10.0,0,,0,,,,,,NO,NO
12169,1993-01-04,804.0,800,933.0,908,US,71,,89.0,68.0,,25.0,4.0,DCA,PIT,205.0,,,0,,0,,,,,,YES,YES
8314,1991-01-19,1041.0,1040,1208.0,1201,US,119,,207.0,201.0,,7.0,1.0,MCI,SAN,,,,0,,0,,,,,,YES,YES
26300,2000-01-08,1428.0,1420,1545.0,1540,WN,1135,N736,137.0,140.0,125.0,5.0,8.0,AUS,PHX,872.0,3.0,9.0,0,,0,,,,,,YES,YES
7548,1990-01-28,1241.0,1245,1343.0,1355,US,55,,62.0,70.0,,-12.0,-4.0,ABQ,TUS,321.0,,,0,,0,,,,,,NO,NO
15496,1994-01-05,2034.0,2030,2134.0,2141,US,265,,60.0,71.0,,-7.0,4.0,BUF,EWR,282.0,,,0,,0,,,,,,NO,YES
10739,1992-01-16,1319.0,1315,1552.0,1541,US,66,,93.0,86.0,,11.0,4.0,STL,PIT,553.0,,,0,,0,,,,,,YES,YES
10412,1992-01-02,1505.0,1500,1550.0,1555,US,60,,45.0,55.0,,-5.0,5.0,MIA,MCO,193.0,,,0,,0,,,,,,NO,YES
29077,2001-01-09,1450.0,1455,1659.0,1706,US,421,N893äâ,69.0,71.0,58.0,-7.0,-5.0,BHM,CLT,351.0,4.0,7.0,0,,0,,,,,,NO,NO
27707,2000-01-20,1257.0,1300,1443.0,1452,HP,2733,N303AW,106.0,112.0,93.0,-9.0,-3.0,DEN,PHX,602.0,5.0,8.0,0,,0,,,,,,NO,NO
37630,2005-01-23,1443.0,1440,1618.0,1634,UA,595,N530UA,215.0,234.0,197.0,-16.0,3.0,BWI,DEN,1491.0,8.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
23838,1998-01-17,2207.0,0,2321.0,0,AA,425,N520AA,134.0,156.0,120.0,-23.0,-1.0,DFW,PHX,868.0,5.0,9.0,0,,0,,,,,,NO,NO
14275,1994-01-13,1157.0,1150,1334.0,1312,US,233,,97.0,82.0,,22.0,7.0,DCA,CLT,331.0,,,0,,0,,,,,,YES,YES
13729,1993-01-18,830.0,830,1146.0,1120,US,107,,376.0,350.0,,26.0,0.0,PHL,SFO,2521.0,,,0,,0,,,,,,YES,NO
35228,2004-01-03,1400.0,1325,1835.0,1820,UA,492,N834UA,155.0,175.0,134.0,15.0,35.0,LAX,DFW,1235.0,11.0,10.0,0,,0,15.0,0.0,0.0,0.0,0.0,YES,YES
37790,2005-01-19,1000.0,1000,1127.0,1122,UA,599,N311UA,87.0,82.0,72.0,5.0,0.0,ORD,MSP,334.0,2.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
21743,1997-01-15,827.0,825,1019.0,1009,UA,309,N7267U,112.0,104.0,87.0,10.0,2.0,DEN,PHX,602.0,6.0,19.0,0,,0,,,,,,YES,YES
39190,2006-01-11,2046.0,2031,2148.0,2135,US,771,N837AW,122.0,124.0,104.0,13.0,15.0,PHX,SMF,647.0,7.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
149,1987-10-17,929.0,930,1035.0,1035,PS,1459,,66.0,65.0,,0.0,-1.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,NO
14764,1994-01-27,758.0,800,903.0,918,US,246,,65.0,78.0,,-15.0,-2.0,DCA,BUF,296.0,,,0,,0,,,,,,NO,NO
1717,1987-10-02,1829.0,1830,1935.0,1931,PS,1538,,66.0,61.0,,4.0,-1.0,SFO,BUR,326.0,,,0,,0,,,,,,YES,NO
13962,1993-01-27,1755.0,1745,1904.0,1850,US,116,,69.0,65.0,,14.0,10.0,ROC,BOS,343.0,,,0,,0,,,,,,YES,YES
25416,1999-01-11,1439.0,1441,1602.0,1555,HP,2476,N158AW,83.0,74.0,66.0,7.0,-2.0,ABQ,PHX,328.0,4.0,13.0,0,,0,,,,,,YES,NO
3294,1988-01-20,2358.0,2355,106.0,102,PS,1438,,68.0,67.0,,4.0,3.0,SFO,LAX,337.0,,,0,,0,,,,,,YES,YES
20536,1997-01-24,715.0,715,840.0,835,WN,76,N674,145.0,140.0,134.0,5.0,0.0,AUS,PHX,872.0,4.0,7.0,0,,0,,,,,,YES,NO
24468,1999-01-15,1015.0,1015,1907.0,1824,US,64,N604AU,352.0,309.0,274.0,43.0,0.0,SFO,PHL,2521.0,63.0,15.0,0,,0,,,,,,YES,NO
29285,2001-01-12,714.0,720,846.0,841,US,426,N512Aä,92.0,81.0,65.0,5.0,-6.0,CHS,DCA,444.0,6.0,21.0,0,,0,,,,,,YES,NO
14496,1994-01-16,1222.0,1220,1338.0,1330,US,241,,76.0,70.0,,8.0,2.0,ORF,EWR,284.0,,,0,,0,,,,,,YES,YES
15978,1994-01-04,,855,,1636,US,282,,,281.0,,,,LAX,PIT,2136.0,,,1,,0,,,,,,YES,YES
12231,1993-01-07,1726.0,1715,2057.0,2057,US,72,,151.0,162.0,,0.0,11.0,DFW,PIT,1068.0,,,0,,0,,,,,,NO,YES
5529,1989-01-28,746.0,747,842.0,858,UA,225,,116.0,131.0,,-16.0,-1.0,PHL,ORD,678.0,,,0,,0,,,,,,NO,NO
24570,1999-01-28,756.0,800,1608.0,1626,US,70,N576US,312.0,326.0,294.0,-18.0,-4.0,SFO,PHL,2521.0,5.0,13.0,0,,0,,,,,,NO,NO
41243,2007-01-02,2004.0,1935,1954.0,1925,WN,2817,N626SW,50.0,50.0,30.0,29.0,29.0,IND,MDW,162.0,3.0,17.0,0,,0,0.0,0.0,0.0,0.0,29.0,YES,YES
3618,1988-01-08,1550.0,1550,1658.0,1657,PS,1453,,68.0,67.0,,1.0,0.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,NO
43569,2008-01-03,617.0,615,655.0,650,WN,1597,N429WN,98.0,95.0,71.0,5.0,2.0,RDU,BNA,443.0,18.0,9.0,0,,0,,,,,,YES,YES
1760,1987-10-29,655.0,653,803.0,756,PS,1541,,68.0,63.0,,7.0,2.0,BUR,SJC,296.0,,,0,,0,,,,,,YES,YES
23180,1998-01-25,1411.0,1415,1550.0,1607,HP,2028,N312AW,99.0,112.0,81.0,-17.0,-4.0,DEN,PHX,602.0,7.0,11.0,0,,0,,,,,,NO,NO
20383,1997-01-22,830.0,830,1041.0,1047,HP,2020,N620AW,251.0,257.0,229.0,-6.0,0.0,ATL,PHX,1587.0,13.0,9.0,0,,0,,,,,,NO,NO
15540,1994-01-23,1336.0,1329,1636.0,1630,US,266,,180.0,181.0,,6.0,7.0,MIA,LGA,1097.0,,,0,,0,,,,,,YES,YES
19419,1996-01-23,1959.0,1952,2136.0,2135,UA,341,N7287U,97.0,103.0,84.0,1.0,7.0,DEN,PHX,602.0,3.0,10.0,0,,0,,,,,,YES,YES
41045,2007-01-02,2102.0,2050,2156.0,2150,WN,752,N243,54.0,60.0,36.0,6.0,12.0,FLL,TPA,197.0,5.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
1067,1987-10-20,2114.0,2115,2222.0,2223,PS,1505,,68.0,68.0,,-1.0,-1.0,SNA,SJC,342.0,,,0,,0,,,,,,NO,NO
41308,2007-01-02,1254.0,1250,1504.0,1500,WN,2776,N788,130.0,130.0,115.0,4.0,4.0,JAX,PHL,742.0,6.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
944,1987-10-12,1804.0,1745,1912.0,1855,PS,1500,,68.0,70.0,,17.0,19.0,SMF,LAX,373.0,,,0,,0,,,,,,YES,YES
5666,1989-01-16,1044.0,1045,1346.0,1403,UA,228,,122.0,138.0,,-17.0,-1.0,DEN,ORD,888.0,,,0,,0,,,,,,NO,NO
3288,1988-01-13,2355.0,2355,50.0,57,PS,1438,,55.0,62.0,,-7.0,0.0,SFO,LAX,337.0,,,0,,0,,,,,,NO,NO
25944,1999-01-20,2000.0,1950,2222.0,2157,DL,345,N468DA,262.0,247.0,228.0,25.0,10.0,ATL,PHX,1587.0,8.0,26.0,0,,0,,,,,,YES,YES
23363,1998-01-03,825.0,815,1035.0,1005,UA,2753,N910UA,130.0,110.0,98.0,30.0,10.0,DEN,PHX,602.0,3.0,29.0,0,,0,,,,,,YES,YES
32435,2003-01-30,1540.0,1545,1730.0,1731,UA,1044,N376UA,110.0,106.0,93.0,-1.0,-5.0,BOI,DEN,649.0,8.0,9.0,0,,0,,,,,,NO,NO
42226,2008-01-03,1108.0,1110,1221.0,1230,WN,3947,N277WN,73.0,80.0,56.0,-9.0,-2.0,LAS,RNO,345.0,3.0,14.0,0,,0,,,,,,NO,NO
33129,2003-01-24,607.0,609,916.0,920,UA,1068,N853UA,129.0,131.0,102.0,-4.0,-2.0,GEG,DEN,836.0,16.0,11.0,0,,0,,,,,,NO,NO
39514,2006-01-12,1828.0,1830,1953.0,2004,US,377,N532AU,85.0,94.0,60.0,-11.0,-2.0,BOS,PHL,280.0,7.0,18.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
28874,2001-01-10,755.0,800,914.0,938,US,409,N861äâ,79.0,98.0,66.0,-24.0,-5.0,PHL,CLE,363.0,5.0,8.0,0,,0,,,,,,NO,NO
20232,1997-01-26,1736.0,1735,1951.0,1945,DL,689,N126DL,255.0,250.0,230.0,6.0,1.0,ATL,PHX,1587.0,4.0,21.0,0,,0,,,,,,YES,YES
7926,1990-01-25,959.0,1000,1111.0,1117,US,58,,72.0,77.0,,-6.0,-1.0,SFO,PSP,421.0,,,0,,0,,,,,,NO,NO
10053,1992-01-30,938.0,940,1103.0,1120,US,53,,265.0,280.0,,-17.0,-2.0,IND,LAX,1814.0,,,0,,0,,,,,,NO,NO
697,1987-10-28,957.0,957,1118.0,1109,PS,1490,,81.0,72.0,,9.0,0.0,OAK,SNA,371.0,,,0,,0,,,,,,YES,NO
38682,2006-01-11,854.0,900,954.0,1007,US,2120,N746UW,60.0,67.0,38.0,-13.0,-6.0,LGA,BOS,185.0,4.0,18.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
37406,2005-01-11,1712.0,1720,2040.0,2043,UA,590,N826UA,148.0,143.0,129.0,-3.0,-8.0,MSY,IAD,954.0,5.0,14.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
394,1987-10-31,1039.0,1040,1151.0,1201,PS,1475,,72.0,81.0,,-10.0,-1.0,SAN,OAK,446.0,,,0,,0,,,,,,NO,NO
3059,1988-01-19,1855.0,1855,1955.0,2005,PS,1424,,60.0,70.0,,-10.0,0.0,OAK,LAX,337.0,,,0,,0,,,,,,NO,NO
30814,2002-01-20,1751.0,1755,1940.0,1950,US,759,N525Aä,109.0,115.0,89.0,-10.0,-4.0,BOS,PIT,496.0,7.0,13.0,0,,0,,,,,,NO,NO
20048,1997-01-15,1315.0,1305,1420.0,1415,WN,1579,N93,65.0,70.0,54.0,5.0,10.0,ABQ,PHX,328.0,4.0,7.0,0,,0,,,,,,YES,YES
86,1987-10-20,1705.0,1635,1808.0,1732,PS,1454,,63.0,57.0,,36.0,30.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
14848,1994-01-26,955.0,950,1125.0,1130,US,247,,90.0,100.0,,-5.0,5.0,PVD,PIT,467.0,,,0,,0,,,,,,NO,YES
18446,1996-01-21,1013.0,1010,1225.0,1227,HP,221,N174AW,72.0,77.0,59.0,-2.0,3.0,BUR,PHX,369.0,4.0,9.0,0,,0,,,,,,NO,YES
22118,1998-01-27,805.0,805,1044.0,1110,WN,440,N608,219.0,245.0,209.0,-26.0,0.0,BNA,PHX,1448.0,2.0,8.0,0,,0,,,,,,NO,NO
42,1987-10-31,945.0,925,1040.0,1015,PS,1451,,55.0,50.0,,25.0,20.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
10119,1992-01-04,1249.0,1240,1453.0,1443,US,55,,244.0,243.0,,10.0,9.0,PIT,ABQ,1486.0,,,0,,0,,,,,,YES,YES
31014,2002-01-18,1348.0,1345,1513.0,1511,US,765,N351äâ,85.0,86.0,66.0,2.0,3.0,BOS,PHL,280.0,3.0,16.0,0,,0,,,,,,YES,YES
12807,1993-01-08,2010.0,2010,2222.0,2232,US,87,,132.0,142.0,,-10.0,0.0,PHL,JAX,742.0,,,0,,0,,,,,,NO,NO
16890,1995-01-13,1845.0,1840,1950.0,1949,US,931,N444US,65.0,69.0,49.0,1.0,5.0,PVD,PHL,238.0,5.0,11.0,0,,0,,,,,,YES,YES
11474,1992-01-26,802.0,800,858.0,854,US,83,,56.0,54.0,,4.0,2.0,BUF,PIT,186.0,,,0,,0,,,,,,YES,YES
41190,2007-01-02,1745.0,1720,1828.0,1815,WN,890,N419,43.0,55.0,35.0,13.0,25.0,HOU,SAT,192.0,3.0,5.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
4887,1989-01-01,1300.0,1300,1553.0,1531,UA,207,,233.0,211.0,,22.0,0.0,ORD,PHX,1440.0,,,0,,0,,,,,,YES,NO
33730,2003-01-25,1826.0,1830,2107.0,2127,UA,1082,N328UA,101.0,117.0,84.0,-20.0,-4.0,DEN,DFW,641.0,5.0,12.0,0,,0,,,,,,NO,NO
7615,1990-01-02,1010.0,945,1200.0,1149,US,55,,230.0,244.0,,11.0,25.0,PIT,ABQ,1486.0,,,0,,0,,,,,,YES,YES
3844,1988-01-01,917.0,916,1007.0,1009,PS,1475,,50.0,53.0,,-2.0,1.0,LAS,SAN,258.0,,,0,,0,,,,,,NO,YES
35346,2004-01-24,1359.0,1404,1635.0,1615,UA,495,N905UA,216.0,191.0,182.0,20.0,-5.0,PBI,ORD,1144.0,18.0,16.0,0,,0,0.0,0.0,20.0,0.0,0.0,YES,NO
24207,1999-01-01,1749.0,1730,2023.0,2003,US,1092,N446US,154.0,153.0,136.0,20.0,19.0,RSW,PHL,992.0,8.0,10.0,0,,0,,,,,,YES,YES
22307,1998-01-31,706.0,710,922.0,931,HP,2404,N309AW,76.0,81.0,60.0,-9.0,-4.0,BUR,PHX,369.0,7.0,9.0,0,,0,,,,,,NO,NO
32682,2003-01-24,911.0,915,1055.0,1059,UA,1056,N372UA,104.0,104.0,80.0,-4.0,-4.0,PHX,DEN,602.0,9.0,15.0,0,,0,,,,,,NO,NO
17607,1995-01-06,5.0,2310,841.0,720,US,607,N351US,336.0,310.0,314.0,81.0,55.0,SFO,PHL,2521.0,6.0,16.0,0,,0,,,,,,YES,YES
31115,2002-01-31,1159.0,1155,1503.0,1452,US,768,N515Aä,124.0,117.0,93.0,11.0,4.0,ORD,PHL,678.0,10.0,21.0,0,,0,,,,,,YES,YES
27915,2000-01-02,1531.0,1530,1712.0,1717,UA,2767,N929UA,101.0,107.0,90.0,-5.0,1.0,DEN,PHX,602.0,1.0,10.0,0,,0,,,,,,NO,YES
854,1987-10-22,1907.0,1850,2029.0,2003,PS,1496,,82.0,73.0,,26.0,17.0,OAK,SNA,371.0,,,0,,0,,,,,,YES,YES
31192,2002-01-03,1910.0,1900,2055.0,2056,US,772,N616Aä,105.0,116.0,83.0,-1.0,10.0,CLT,BDL,644.0,3.0,19.0,0,,0,,,,,,NO,YES
29669,2001-01-05,2151.0,2115,2319.0,2239,US,435,N563äâ,148.0,144.0,118.0,40.0,36.0,PIT,MSP,726.0,5.0,25.0,0,,0,,,,,,YES,YES
39211,2006-01-11,655.0,700,819.0,825,US,629,N711UW,84.0,85.0,70.0,-6.0,-5.0,PIT,CLT,366.0,5.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
24734,1999-01-06,1015.0,1015,1610.0,1634,DL,1930,N509DA,235.0,259.0,207.0,-24.0,0.0,SLC,PHL,1926.0,5.0,23.0,0,,0,,,,,,NO,NO
39083,2006-01-11,1909.0,1912,2234.0,2246,US,277,N646AW,145.0,154.0,124.0,-12.0,-3.0,PHX,IAH,1009.0,6.0,15.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
17697,1995-01-03,1745.0,1745,2026.0,2030,AA,1512,N079AA,221.0,225.0,206.0,-4.0,0.0,SJU,PHL,1576.0,3.0,12.0,0,,0,,,,,,NO,NO
14880,1994-01-28,1041.0,1040,1134.0,1119,US,249,,53.0,39.0,,15.0,1.0,CAE,CLT,88.0,,,0,,0,,,,,,YES,YES
28821,2001-01-19,1423.0,1420,1633.0,1601,US,408,N334äâ,190.0,161.0,163.0,32.0,3.0,PIT,MSY,918.0,5.0,22.0,0,,0,,,,,,YES,YES
40887,2007-01-02,1057.0,1100,1139.0,1150,WN,154,N524,42.0,50.0,31.0,-11.0,-3.0,DAL,OKC,181.0,2.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
9838,1991-01-08,1215.0,1215,1447.0,1450,US,148,,152.0,155.0,,-3.0,0.0,BWI,TPA,842.0,,,0,,0,,,,,,NO,NO
32148,2003-01-07,,1445,,1610,UA,1027,000000,,85.0,,,,ORD,MSP,334.0,0.0,0.0,1,,0,,,,,,YES,YES
37442,2005-01-16,1449.0,1453,1638.0,1643,UA,591,N504UA,169.0,170.0,155.0,-5.0,-4.0,DEN,SEA,1024.0,4.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
19771,1996-01-24,924.0,0,1054.0,0,AA,563,N506AA,150.0,152.0,134.0,-1.0,1.0,DFW,PHX,868.0,2.0,14.0,0,,0,,,,,,NO,YES
26128,2000-01-25,917.0,921,1051.0,1051,HP,2286,N158AW,154.0,150.0,137.0,0.0,-4.0,AUS,PHX,872.0,6.0,11.0,0,,0,,,,,,NO,NO
33460,2003-01-17,1059.0,1100,1251.0,1229,UA,1076,N847UA,112.0,89.0,72.0,22.0,-1.0,MCI,ORD,403.0,8.0,32.0,0,,0,,,,,,YES,NO
38568,2006-01-11,2346.0,2350,711.0,716,US,49,N830AW,265.0,266.0,250.0,-5.0,-4.0,LAS,DCA,2089.0,4.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
31585,2002-01-26,924.0,932,1042.0,1058,US,789,N854äâ,78.0,86.0,65.0,-16.0,-8.0,ORF,PIT,330.0,4.0,9.0,0,,0,,,,,,NO,NO
14482,1994-01-27,1519.0,1400,1624.0,1510,US,241,,65.0,70.0,,74.0,79.0,EWR,BOS,200.0,,,0,,0,,,,,,YES,YES
28250,2001-01-07,1522.0,1520,1541.0,1545,US,385,N897äâ,79.0,85.0,63.0,-4.0,2.0,CLT,BNA,329.0,4.0,12.0,0,,0,,,,,,NO,YES
2999,1988-01-13,1400.0,1400,1508.0,1510,PS,1418,,68.0,70.0,,-2.0,0.0,SFO,LAX,337.0,,,0,,0,,,,,,NO,NO
43944,2008-01-03,1321.0,1300,1557.0,1545,WN,2725,N671SW,96.0,105.0,85.0,12.0,21.0,SJC,PHX,621.0,4.0,7.0,0,,0,,,,,,YES,YES
42740,2008-01-03,1216.0,1200,1401.0,1400,WN,872,N788SA,225.0,240.0,215.0,1.0,16.0,MDW,LAS,1521.0,4.0,6.0,0,,0,,,,,,YES,YES
27261,2000-01-21,840.0,840,1105.0,1100,HP,2182,N334AW,265.0,260.0,252.0,5.0,0.0,CMH,PHX,1671.0,5.0,8.0,0,,0,,,,,,YES,NO
11158,1992-01-14,1453.0,1445,1712.0,1657,US,78,,139.0,132.0,,15.0,8.0,MCO,PIT,834.0,,,0,,0,,,,,,YES,YES
17220,1995-01-09,1718.0,1710,1808.0,1807,US,758,N263AU,50.0,57.0,41.0,1.0,8.0,RIC,PHL,198.0,3.0,6.0,0,,0,,,,,,YES,YES
39805,2006-01-12,1501.0,1510,1600.0,1619,US,374,N704UW,59.0,69.0,49.0,-19.0,-9.0,DCA,BUF,296.0,2.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
39180,2006-01-11,2100.0,2028,2144.0,2123,US,285,N634AW,104.0,115.0,89.0,21.0,32.0,PHX,SJC,621.0,5.0,10.0,0,,0,21.0,0.0,0.0,0.0,0.0,YES,YES
26845,2000-01-19,2055.0,2055,2300.0,2300,WN,1389,N528,65.0,65.0,55.0,0.0,0.0,BUR,PHX,369.0,2.0,8.0,0,,0,,,,,,NO,NO
3544,1988-01-08,1723.0,1722,1820.0,1825,PS,1450,,57.0,63.0,,-5.0,1.0,OAK,BUR,325.0,,,0,,0,,,,,,NO,YES
32314,2003-01-14,920.0,924,1022.0,1030,UA,1037,N822UA,182.0,186.0,164.0,-8.0,-4.0,DTW,DEN,1123.0,6.0,12.0,0,,0,,,,,,NO,NO
191,1987-10-06,1829.0,1830,1942.0,1929,PS,1460,,73.0,59.0,,13.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
29002,2001-01-29,2209.0,2215,2254.0,2315,US,416,N349äâ,45.0,60.0,30.0,-21.0,-6.0,PIT,IAD,183.0,6.0,9.0,0,,0,,,,,,NO,NO
10034,1992-01-11,939.0,940,1112.0,1120,US,53,,273.0,280.0,,-8.0,-1.0,IND,LAX,1814.0,,,0,,0,,,,,,NO,NO
30087,2002-01-27,933.0,935,1111.0,1118,US,728,N404äâ,98.0,103.0,83.0,-7.0,-2.0,CLT,BUF,546.0,2.0,13.0,0,,0,,,,,,NO,NO
7450,1990-01-04,708.0,705,846.0,848,US,53,,98.0,103.0,,-2.0,3.0,DCA,IND,499.0,,,0,,0,,,,,,NO,YES
38696,2006-01-11,1422.0,1425,1621.0,1624,US,59,N763UW,119.0,119.0,89.0,-3.0,-3.0,LGA,CLT,544.0,3.0,27.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
4843,1989-01-16,1843.0,1845,1931.0,1945,UA,206,,48.0,60.0,,-14.0,-2.0,IAH,MSY,305.0,,,0,,0,,,,,,NO,NO
22465,1998-01-06,925.0,925,1138.0,1140,WN,1339,N364,73.0,75.0,55.0,-2.0,0.0,BUR,PHX,369.0,3.0,15.0,0,,0,,,,,,NO,NO
13174,1993-01-21,1809.0,1810,2006.0,2003,US,95,,117.0,113.0,,3.0,-1.0,PIT,ATL,526.0,,,0,,0,,,,,,YES,NO
14345,1994-01-11,709.0,700,947.0,851,US,237,,158.0,111.0,,56.0,9.0,BOS,PIT,496.0,,,0,,0,,,,,,YES,YES
43624,2008-01-03,1611.0,1545,1734.0,1715,WN,2360,N618WN,83.0,90.0,70.0,19.0,26.0,RNO,PDX,444.0,4.0,9.0,0,,0,10.0,0.0,0.0,0.0,9.0,YES,YES
