ID,Case_Number,Date_Time,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,Latitude,Longitude
9916404,HY126507,01/23/2015 11:30:28 PM,035XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,YES,YES,1712,17.0,39,14,08B,41.968471361,-87.717365051
9932366,HY142339,02/06/2015 03:00:45 PM,004XX W 103RD ST,0560,ASSAULT,SIMPLE,OTHER,NO,NO,2232,22.0,34,49,08A,41.706910137,-87.63491205
9934043,HY144680,02/08/2015 08:33:58 PM,090XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,2222,22.0,21,73,18,41.72947718,-87.653296544
9930750,HY140733,02/03/2015 04:00:30 PM,023XX N CLIFTON AVE,0820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY RESIDENCE HALL,NO,NO,1811,18.0,32,7,06,41.924926207,-87.657379999
9917070,HY127588,01/24/2015 09:45:34 PM,040XX N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,1624,16.0,38,15,18,41.953387926,-87.757298901
9925077,HY134945,01/31/2015 04:40:58 AM,013XX N SANDBURG TER,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),NO,NO,1821,18.0,42,8,14,41.907577999,-87.632339671
9925871,HY136026,02/01/2015 03:20:32 AM,045XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,NO,NO,1113,11.0,28,26,06,41.881785081,-87.73839538
9933499,HY143001,02/07/2015 11:20:26 AM,070XX S CHAPPEL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,NO,YES,331,3.0,5,43,04A,41.766761297,-87.575243235
9920698,HY130589,01/27/2015 02:41:50 PM,072XX S WHIPPLE ST,2027,NARCOTICS,POSS: CRACK,STREET,YES,NO,831,8.0,18,66,18,41.761127468,-87.698903334
9933012,HY141088,02/03/2015 03:58:50 PM,037XX W DIVERSEY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CURRENCY EXCHANGE,NO,NO,2523,25.0,30,21,11,41.931988866,-87.719759526
9928236,HY138819,02/03/2015 09:10:38 PM,072XX S DAMEN AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,YES,NO,735,7.0,17,67,18,41.762244663,-87.673612314
9932064,HY141810,02/06/2015 01:15:33 PM,046XX W 59TH ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CTA STATION,NO,NO,813,8.0,23,62,14,41.785678796,-87.738558722
9925826,HY135975,01/25/2015 12:05:35 AM,062XX W BERENICE AVE,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,RESIDENCE,NO,YES,1633,16.0,38,17,11,41.950127524,-87.783549985
9933510,HY143966,02/07/2015 10:30:14 PM,003XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,NO,NO,1125,11.0,2,28,14,41.876594786,-87.686453182
9927038,HY137707,02/02/2015 03:30:11 PM,078XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,NO,NO,611,6.0,17,71,06,41.750534375,-87.663592017
9921008,HY131118,01/27/2015 04:20:59 PM,031XX W 46TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,YES,NO,922,9.0,14,58,24,41.809843567,-87.703286745
9933189,HY143605,02/07/2015 07:27:23 PM,068XX S PRAIRIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,YES,NO,322,3.0,20,69,18,41.769615081,-87.618436462
9931469,HY141499,02/06/2015 12:00:21 AM,084XX S INGLESIDE AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,632,6.0,8,44,06,41.742079087,-87.601487217
9921888,HY132016,01/28/2015 04:30:52 PM,030XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,YES,NO,1124,11.0,28,27,18,41.880904369,-87.702438603
9933834,HY144271,02/08/2015 01:00:30 PM,016XX W 51ST ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,NO,NO,931,9.0,16,61,04B,41.80141257,-87.666719062
9932147,HY142011,02/04/2015 01:30:10 PM,085XX W GREGORY ST,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1614,16.0,41,76,06,41.980258561,-87.840253419
9935709,HY146228,01/29/2015 09:30:29 PM,054XX W VAN BUREN ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,NO,YES,1522,15.0,29,25,02,41.874659595,-87.761344034
9916161,HY126258,01/23/2015 02:30:15 PM,001XX W 87TH ST,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),NO,NO,622,6.0,21,44,08A,41.736380815,-87.627635121
9929894,HY138497,02/03/2015 04:30:21 AM,031XX W WASHINGTON BLVD,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,NO,NO,1222,12.0,28,27,17,41.882693279,-87.705380832
9926025,HY136144,01/31/2015 08:00:29 PM,020XX W JARVIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,NO,NO,2424,24.0,49,1,14,42.015030886,-87.682818528
9920681,HY130528,01/27/2015 01:33:56 PM,002XX E 35TH ST,0460,BATTERY,SIMPLE,RESTAURANT,YES,NO,212,2.0,3,35,08B,41.830951778,-87.621416312
9931951,HY141379,02/05/2015 07:30:12 PM,041XX N ELSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,NO,NO,1723,17.0,39,16,05,41.956788465,-87.723900403
9931036,HY141078,02/05/2015 07:24:41 PM,040XX W IRVING PARK RD,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,YES,NO,1732,17.0,39,16,04A,41.953535808,-87.727905479
9929434,HY139450,02/03/2015 11:22:10 PM,012XX N MASON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,NO,NO,2531,25.0,29,25,26,41.902994774,-87.774330175
9930351,HY140314,02/05/2015 08:20:52 AM,077XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,612,6.0,17,71,08B,41.7536733,-87.652755339
9925585,HY135729,01/31/2015 06:00:49 PM,064XX S GREENWOOD AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,NO,NO,314,3.0,20,42,05,41.778422291,-87.598980703
9932757,HY142886,02/07/2015 10:19:47 AM,001XX W 110TH PL,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,YES,NO,513,5.0,34,49,18,41.693557645,-87.627059897
9918552,HY128998,01/26/2015 09:25:26 AM,014XX N CAMPBELL AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,CHA APARTMENT,NO,NO,1423,14.0,26,24,08B,41.907477803,-87.689752705
9922083,HY131988,01/28/2015 03:00:32 PM,080XX S KENWOOD AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",NO,NO,411,4.0,8,45,06,41.748313975,-87.591617364
9933777,HY144122,02/08/2015 12:30:32 AM,050XX N PAULINA ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),NO,NO,2032,20.0,47,3,06,41.973221348,-87.67099093
9930107,HY140340,02/04/2015 07:00:44 PM,002XX S LOTUS AVE,0460,BATTERY,SIMPLE,OTHER,NO,NO,1522,15.0,29,25,08B,41.877874343,-87.761590765
9916009,HY126188,01/23/2015 06:25:27 PM,032XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,YES,NO,1134,11.0,24,29,06,41.866496523,-87.707356659
9927597,HY137998,02/03/2015 10:17:12 AM,068XX S ADA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,NO,NO,724,7.0,17,67,15,41.768823633,-87.657708929
9922403,HY132536,01/27/2015 10:00:13 PM,071XX S CHRISTIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,831,8.0,18,66,14,41.762844772,-87.706286859
9927940,HY138243,02/03/2015 12:35:41 PM,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,YES,NO,1433,14.0,1,24,06,41.906710108,-87.66772974
9919086,HY129426,01/25/2015 07:45:51 PM,014XX W 79TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,612,6.0,21,71,26,41.75028822,-87.660446615
9929427,HY139618,02/04/2015 03:38:21 PM,107XX S FOREST AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,YES,YES,513,5.0,9,49,08B,41.698993194,-87.615828383
9928054,HY138438,02/03/2015 03:15:51 PM,061XX S CALUMET AVE,0460,BATTERY,SIMPLE,SIDEWALK,NO,NO,311,3.0,20,40,08B,41.783664956,-87.617411431
9928431,HY139024,02/03/2015 09:30:52 PM,061XX N SHERIDAN RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),NO,NO,2433,24.0,48,77,07,41.99390366,-87.655359413
9926628,HY137015,02/02/2015 11:15:50 AM,066XX S BLACKSTONE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,321,3.0,5,42,08B,41.773465358,-87.588633156
9916628,HY126944,01/24/2015 11:40:33 AM,006XX N RUSH ST,1505,PROSTITUTION,CALL OPERATION,HOTEL/MOTEL,YES,NO,1834,18.0,42,8,16,41.893392682,-87.625567812
9923193,HY133354,01/29/2015 07:20:25 PM,064XX N WESTERN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,YES,NO,2412,24.0,50,2,24,41.998258004,-87.69004915
9925528,HY135575,01/31/2015 05:05:11 PM,030XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,NO,NO,1933,19.0,44,6,06,41.937039332,-87.655076286
9919629,HY130111,01/27/2015 07:30:24 AM,030XX W MADISON ST,0810,THEFT,OVER $500,APARTMENT,NO,NO,1124,11.0,28,27,06,41.880915444,-87.701458032
9931854,HY137995,02/03/2015 09:55:10 AM,039XX W CONGRESS PKWY,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,NO,NO,1132,11.0,24,26,26,41.874477611,-87.724866576
9934080,HY144751,02/08/2015 10:13:45 PM,047XX S JUSTINE ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,YES,NO,933,9.0,20,61,24,41.808501109,-87.663898247
9921830,HY131924,01/27/2015 08:00:29 AM,003XX N MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,NO,NO,111,1.0,42,32,26,41.886943785,-87.624687826
9923080,HY133235,01/29/2015 04:30:52 PM,014XX N PARKSIDE AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",NO,NO,2531,25.0,29,25,08A,41.906768737,-87.767177765
9925819,HY136005,02/01/2015 03:00:54 AM,045XX W WASHINGTON BLVD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,YES,NO,1113,11.0,28,26,16,41.882006308,-87.738191356
9926743,HY137113,02/02/2015 01:05:26 PM,0000X E 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,322,3.0,6,69,08B,41.769093841,-87.622445246
9921713,HY131694,01/28/2015 12:12:42 PM,086XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,YES,NO,622,6.0,21,71,26,41.737816508,-87.643521033
9921498,HY131464,01/28/2015 09:15:22 AM,082XX S EAST END AVE,0820,THEFT,$500 AND UNDER,APARTMENT,NO,NO,414,4.0,8,45,06,41.744619514,-87.583066981
9932644,HY142721,02/07/2015 03:50:57 AM,0000X W DIVISION ST,0460,BATTERY,SIMPLE,STREET,NO,NO,1824,18.0,42,8,08B,41.90382971,-87.62880641
9925505,HY135583,01/30/2015 03:30:19 PM,057XX S PRAIRIE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,232,2.0,20,40,05,41.790281931,-87.619255625
9927586,HY138015,02/03/2015 10:00:52 AM,073XX S DANTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,NO,NO,324,3.0,5,43,06,41.760995412,-87.589499418
9916412,HY126649,01/24/2015 04:15:55 AM,0000X E CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,NO,NO,1833,18.0,42,8,03,41.896592343,-87.626439722
9922534,HY132679,01/25/2015 07:00:15 AM,003XX S LARAMIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,NO,NO,1522,15.0,29,25,11,41.876565636,-87.7550738
9916018,HY126203,01/23/2015 07:00:35 PM,025XX W CERMAK RD,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,NO,NO,1034,10.0,25,31,03,41.851869638,-87.689976432
9932481,HY142529,02/06/2015 07:30:45 PM,083XX S MARSHFIELD AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,NO,NO,614,6.0,18,71,06,41.7420685,-87.664588724
9933814,HY144301,02/08/2015 01:10:45 PM,062XX N CLAREMONT AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,YES,NO,2413,24.0,50,2,18,41.995551473,-87.688446734
9919088,HY128113,01/24/2015 05:30:55 PM,020XX W FULTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),NO,NO,1223,,27,28,14,,
9929539,HY139775,02/04/2015 03:30:47 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,YES,NO,111,1.0,42,32,06,41.883480076,-87.627730028
9925097,HY134992,01/30/2015 11:30:24 PM,025XX W SUNNYSIDE AVE,0810,THEFT,OVER $500,STREET,NO,NO,1911,19.0,47,4,06,41.963220991,-87.693159359
9931862,HY141549,02/05/2015 02:00:56 PM,075XX S ABERDEEN ST,0460,BATTERY,SIMPLE,RESIDENCE,NO,YES,612,6.0,17,71,08B,41.75728089,-87.651632361
9917326,HY127879,01/25/2015 04:00:13 AM,003XX E 53RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,231,2.0,3,40,08B,41.798343114,-87.616807993
9923984,HY133884,01/25/2015 11:00:55 AM,007XX N LA SALLE DR,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1832,18.0,42,8,06,41.895531095,-87.63283505
9917911,HY128569,01/25/2015 07:12:49 PM,042XX S DR MARTIN LUTHER KING JR DR,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,YES,NO,214,2.0,3,38,15,41.817206369,-87.616663796
9923111,HY133225,01/29/2015 04:45:27 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,YES,NO,111,1.0,42,32,06,41.883480076,-87.627730028
9928645,HY136861,02/01/2015 02:00:32 PM,034XX W DIVERSEY AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),NO,NO,1412,14.0,35,21,06,41.932062263,-87.714007332
9924335,HY134048,01/30/2015 12:00:46 PM,046XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,CURRENCY EXCHANGE,YES,NO,221,2.0,4,38,06,41.810214659,-87.606727846
9921835,HY131905,01/28/2015 03:30:55 PM,056XX S DAMEN AVE,0460,BATTERY,SIMPLE,SIDEWALK,NO,NO,715,7.0,15,67,08B,41.791912184,-87.674386303
9920596,HY130560,01/27/2015 02:10:55 PM,005XX N HARDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,1122,11.0,27,23,18,41.890306394,-87.724859615
9924952,HY134789,01/30/2015 11:00:54 PM,053XX W GEORGE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,NO,NO,2514,25.0,31,19,14,41.93307978,-87.75930821
9930908,HY140942,02/05/2015 05:25:56 PM,005XX W MARQUETTE RD,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,YES,NO,722,7.0,6,68,26,41.772699073,-87.637560494
9931117,HY141267,02/05/2015 11:43:34 PM,045XX S ARCHER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,YES,NO,821,8.0,14,58,18,41.810069612,-87.711024202
9923236,HY133395,01/29/2015 07:30:21 PM,055XX N CLARK ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,NO,NO,2012,20.0,40,77,06,41.982178611,-87.668650876
9916210,HY126408,01/23/2015 09:45:30 PM,064XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2432,24.0,49,1,14,41.999910996,-87.660541859
9922151,HY132361,01/28/2015 09:49:17 PM,097XX S OGLESBY AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,YES,NO,431,4.0,7,51,18,41.717349399,-87.565630646
9926241,HY136646,02/01/2015 08:40:20 PM,015XX S CALIFORNIA BLVD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING/GROUNDS,YES,NO,1023,10.0,28,29,26,41.861072311,-87.695599945
9917793,HY128556,01/25/2015 04:15:56 PM,014XX N HOYNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,1424,14.0,32,24,07,41.907875435,-87.679984061
9919486,HY129957,01/26/2015 06:30:44 PM,070XX S PULASKI RD,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,NO,NO,833,8.0,13,65,06,41.765569832,-87.722583044
9934250,HY144947,02/07/2015 09:00:12 PM,003XX S CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,1522,15.0,29,25,07,41.876028517,-87.76456674
9921931,HY132140,01/28/2015 05:50:54 PM,059XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,NO,NO,2013,20.0,48,77,11,41.990560944,-87.669869519
9924815,HY134462,01/29/2015 10:00:36 PM,019XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,NO,NO,1814,18.0,43,7,11,41.917631707,-87.635756923
9919533,HY130035,01/26/2015 11:30:36 PM,085XX S YATES BLVD,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,NO,NO,412,4.0,8,46,08B,41.740644278,-87.566217976
9921904,HY132025,01/27/2015 12:28:17 PM,078XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,NO,YES,624,6.0,6,69,08A,41.752279299,-87.613593435
9918081,HY128839,01/24/2015 08:00:51 PM,028XX N MASON AVE,0810,THEFT,OVER $500,STREET,NO,NO,2514,25.0,30,19,06,41.93133726,-87.774902309
9925856,HY136047,02/01/2015 04:00:27 AM,042XX W WILCOX ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,NO,NO,1115,11.0,28,26,14,41.878677092,-87.732310305
9928957,HY138359,01/30/2015 08:00:18 PM,029XX W WASHINGTON BLVD,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,NO,NO,1222,12.0,2,27,17,41.88275833,-87.6992402
9932200,HY142026,02/06/2015 02:00:10 PM,020XX W JARVIS AVE,0560,ASSAULT,SIMPLE,APARTMENT,NO,NO,2424,24.0,49,1,08A,42.015244743,-87.682301168
9917348,HY127908,01/25/2015 04:40:49 AM,040XX S FRANCISCO AVE,0460,BATTERY,SIMPLE,ALLEY,NO,NO,921,9.0,14,58,08B,41.820453445,-87.696905634
9923232,HY133390,01/29/2015 08:20:58 PM,076XX S VINCENNES AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,YES,NO,623,6.0,17,69,26,41.756199457,-87.632446451
9915658,HY125753,01/23/2015 01:15:55 PM,012XX W NORTH AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),NO,NO,1433,14.0,32,24,06,41.910875213,-87.658218949
9935285,HY145669,02/06/2015 06:30:47 PM,036XX N PAGE AVE,0560,ASSAULT,SIMPLE,APARTMENT,NO,NO,1631,16.0,36,17,08A,41.945231678,-87.827698407
9933765,HY143205,02/07/2015 02:00:34 PM,078XX S EXCHANGE AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),NO,YES,421,4.0,7,43,08A,41.752009104,-87.552871177
9916910,HY127291,01/24/2015 05:00:15 PM,006XX W 117TH PL,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,NO,NO,524,5.0,34,53,26,41.680896497,-87.638967637
9920118,HY130247,01/24/2015 09:00:17 PM,004XX E 60TH ST,0820,THEFT,$500 AND UNDER,STREET,NO,NO,233,2.0,20,40,06,41.785824092,-87.615114056
9930023,HY140205,02/05/2015 06:30:32 AM,013XX S CANAL ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,YES,NO,124,1.0,2,28,06,41.864494565,-87.639304838
9929739,HY140121,02/05/2015 01:05:57 AM,007XX N HOMAN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,NO,NO,1121,11.0,27,23,03,41.893906826,-87.711536944
9920686,HY130639,01/27/2015 01:00:34 PM,043XX S ST LAWRENCE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,221,2.0,4,38,26,41.815992944,-87.611768977
9919358,HY129682,01/26/2015 04:35:43 PM,098XX S LEAVITT ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,YES,2213,22.0,19,72,26,41.713963359,-87.676860561
9933999,HY144644,02/08/2015 07:30:40 PM,057XX S ARCHER AVE,0810,THEFT,OVER $500,STREET,NO,NO,814,8.0,23,56,06,41.796826828,-87.755912189
9929762,HY140056,02/04/2015 08:01:54 PM,074XX N MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,2411,24.0,50,2,14,42.017329546,-87.693879193
9928865,HY139075,02/04/2015 08:30:19 AM,067XX S CHAPPEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,331,3.0,5,43,08B,41.772830786,-87.575109448
9935148,HY145462,02/07/2015 10:30:38 AM,041XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,NO,NO,1731,17.0,31,16,06,41.939154256,-87.731206124
9918452,HY129060,01/26/2015 10:15:46 AM,039XX W 68TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,833,8.0,13,65,07,41.768771185,-87.721317326
9928020,HY138163,02/03/2015 12:30:17 PM,005XX E 79TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,YES,NO,624,6.0,6,69,06,41.751270048,-87.612384353
9924878,HY134633,01/30/2015 08:25:12 PM,032XX W 43RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,821,8.0,14,58,18,41.815327549,-87.704454574
9919234,HY129498,01/26/2015 03:15:58 PM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,YES,NO,2422,24.0,49,1,06,42.019289497,-87.675054297
9931126,HY141254,02/05/2015 10:50:13 PM,0000X W ELM ST,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,ALLEY,NO,NO,1824,18.0,42,8,03,41.9032711,-87.629451725
9917100,HY127634,01/24/2015 10:10:42 PM,039XX W JACKSON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,YES,NO,1132,11.0,28,26,18,41.876982303,-87.725232041
9927571,HY138075,02/03/2015 01:00:37 AM,057XX N RAVENSWOOD AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,NO,NO,2012,20.0,40,77,26,41.985664674,-87.674525405
9932409,HY142313,02/06/2015 07:13:24 PM,054XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,YES,NO,1522,15.0,29,25,06,41.880167751,-87.762536085
9919815,HY129399,01/26/2015 12:00:56 PM,082XX S JEFFERY BLVD,0810,THEFT,OVER $500,OTHER,NO,NO,414,4.0,8,46,06,41.744777115,-87.575718103
9917083,HY127618,01/24/2015 09:12:13 PM,015XX N AVERS AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,YES,NO,2535,25.0,30,23,24,41.909690163,-87.723018687
9923076,HY133108,01/29/2015 04:08:44 PM,040XX W ARTHINGTON ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",NO,NO,1132,11.0,24,26,08A,41.869891519,-87.727377325
9935497,HY145869,02/06/2015 08:00:14 PM,031XX N KOLMAR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,2521,25.0,31,20,08B,41.937372259,-87.740506897
9933476,HY143948,02/06/2015 05:00:31 PM,011XX S CANAL ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,NO,NO,124,1.0,2,28,11,41.868804524,-87.639096677
9917648,HY128319,01/25/2015 03:42:14 PM,070XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,YES,NO,735,7.0,17,67,06,41.765794892,-87.6639685
9924913,HY134698,01/30/2015 10:10:34 PM,025XX W 60TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,824,8.0,16,66,08B,41.784774661,-87.688476983
9924781,HY134556,01/30/2015 07:30:34 PM,032XX W 59TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,822,8.0,14,63,18,41.786335627,-87.704719652
9925977,HY136195,02/01/2015 10:00:22 AM,071XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,831,8.0,18,66,08B,41.7632312,-87.700187501
9930394,HY140509,02/05/2015 09:30:28 AM,048XX W GLADYS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,NO,NO,1533,15.0,24,25,03,41.875986465,-87.745319214
9933040,HY143307,02/07/2015 03:20:45 PM,056XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,YES,YES,1622,16.0,45,11,08B,41.984563038,-87.773006646
9926850,HY137452,02/01/2015 10:00:37 PM,011XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1924,19.0,44,6,14,41.947044512,-87.6587638
9932300,HY142223,02/06/2015 06:25:32 PM,011XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,YES,NO,123,1.0,2,32,26,41.867920426,-87.625981022
9916863,HY127306,01/24/2015 05:02:57 PM,088XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,634,6.0,21,49,08B,41.733815176,-87.630817688
9922634,HY132782,01/29/2015 01:00:44 AM,032XX W 65TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,823,8.0,15,66,14,41.775399639,-87.705226058
9930759,HY140672,02/03/2015 02:30:48 PM,003XX W 97TH ST,0820,THEFT,$500 AND UNDER,STREET,NO,NO,511,5.0,21,49,06,41.718072242,-87.632813268
